Dataset,File Name,Actor,Emotion,Path
TESS,OAF_dip_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_dip_angry.wav
TESS,OAF_ditch_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_ditch_angry.wav
TESS,OAF_dodge_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_dodge_angry.wav
TESS,OAF_dog_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_dog_angry.wav
TESS,OAF_doll_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_doll_angry.wav
TESS,OAF_door_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_door_angry.wav
TESS,OAF_fail_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_fail_angry.wav
TESS,OAF_fall_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_fall_angry.wav
TESS,OAF_far_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_far_angry.wav
TESS,OAF_fat_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_fat_angry.wav
TESS,OAF_fit_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_fit_angry.wav
TESS,OAF_five_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_five_angry.wav
TESS,OAF_food_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_food_angry.wav
TESS,OAF_gap_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_gap_angry.wav
TESS,OAF_gas_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_gas_angry.wav
TESS,OAF_gaze_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_gaze_angry.wav
TESS,OAF_germ_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_germ_angry.wav
TESS,OAF_get_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_get_angry.wav
TESS,OAF_gin_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_gin_angry.wav
TESS,OAF_goal_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_goal_angry.wav
TESS,OAF_good_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_good_angry.wav
TESS,OAF_goose_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_goose_angry.wav
TESS,OAF_gun_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_gun_angry.wav
TESS,OAF_half_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_half_angry.wav
TESS,OAF_hall_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hall_angry.wav
TESS,OAF_hash_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hash_angry.wav
TESS,OAF_hate_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hate_angry.wav
TESS,OAF_have_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_have_angry.wav
TESS,OAF_haze_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_haze_angry.wav
TESS,OAF_hire_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hire_angry.wav
TESS,OAF_hit_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hit_angry.wav
TESS,OAF_hole_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hole_angry.wav
TESS,OAF_home_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_home_angry.wav
TESS,OAF_hurl_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hurl_angry.wav
TESS,OAF_hush_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hush_angry.wav
TESS,OAF_jail_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_jail_angry.wav
TESS,OAF_jar_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_jar_angry.wav
TESS,OAF_join_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_join_angry.wav
TESS,OAF_judge_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_judge_angry.wav
TESS,OAF_jug_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_jug_angry.wav
TESS,OAF_juice_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_juice_angry.wav
TESS,OAF_keen_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_keen_angry.wav
TESS,OAF_keep_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_keep_angry.wav
TESS,OAF_keg_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_keg_angry.wav
TESS,OAF_kick_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_kick_angry.wav
TESS,OAF_kill_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_kill_angry.wav
TESS,OAF_king_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_king_angry.wav
TESS,OAF_kite_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_kite_angry.wav
TESS,OAF_knock_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_knock_angry.wav
TESS,OAF_late_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_late_angry.wav
TESS,OAF_laud_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_laud_angry.wav
TESS,OAF_lean_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lean_angry.wav
TESS,OAF_learn_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_learn_angry.wav
TESS,OAF_lease_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lease_angry.wav
TESS,OAF_lid_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lid_angry.wav
TESS,OAF_life_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_life_angry.wav
TESS,OAF_limb_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_limb_angry.wav
TESS,OAF_live_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_live_angry.wav
TESS,OAF_loaf_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_loaf_angry.wav
TESS,OAF_long_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_long_angry.wav
TESS,OAF_lore_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lore_angry.wav
TESS,OAF_lose_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lose_angry.wav
TESS,OAF_lot_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lot_angry.wav
TESS,OAF_love_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_love_angry.wav
TESS,OAF_luck_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_luck_angry.wav
TESS,OAF_make_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_make_angry.wav
TESS,OAF_match_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_match_angry.wav
TESS,OAF_merge_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_merge_angry.wav
TESS,OAF_mess_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mess_angry.wav
TESS,OAF_met_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_met_angry.wav
TESS,OAF_mill_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mill_angry.wav
TESS,OAF_mob_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mob_angry.wav
TESS,OAF_mode_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mode_angry.wav
TESS,OAF_mood_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mood_angry.wav
TESS,OAF_moon_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_moon_angry.wav
TESS,OAF_mop_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mop_angry.wav
TESS,OAF_mouse_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mouse_angry.wav
TESS,OAF_nag_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_nag_angry.wav
TESS,OAF_name_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_name_angry.wav
TESS,OAF_near_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_near_angry.wav
TESS,OAF_neat_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_neat_angry.wav
TESS,OAF_nice_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_nice_angry.wav
TESS,OAF_note_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_note_angry.wav
TESS,OAF_numb_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_numb_angry.wav
TESS,OAF_pad_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pad_angry.wav
TESS,OAF_page_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_page_angry.wav
TESS,OAF_pain_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pain_angry.wav
TESS,OAF_pass_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pass_angry.wav
TESS,OAF_pearl_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pearl_angry.wav
TESS,OAF_peg_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_peg_angry.wav
TESS,OAF_perch_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_perch_angry.wav
TESS,OAF_phone_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_phone_angry.wav
TESS,OAF_pick_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pick_angry.wav
TESS,OAF_pike_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pike_angry.wav
TESS,OAF_pole_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pole_angry.wav
TESS,OAF_pool_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pool_angry.wav
TESS,OAF_puff_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_puff_angry.wav
TESS,OAF_rag_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rag_angry.wav
TESS,OAF_raid_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_raid_angry.wav
TESS,OAF_rain_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rain_angry.wav
TESS,OAF_raise_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_raise_angry.wav
TESS,OAF_rat_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rat_angry.wav
TESS,OAF_reach_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_reach_angry.wav
TESS,OAF_read_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_read_angry.wav
TESS,OAF_red_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_red_angry.wav
TESS,OAF_ring_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_ring_angry.wav
TESS,OAF_ripe_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_ripe_angry.wav
TESS,OAF_road_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_road_angry.wav
TESS,OAF_room_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_room_angry.wav
TESS,OAF_rose_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rose_angry.wav
TESS,OAF_rot_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rot_angry.wav
TESS,OAF_rough_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rough_angry.wav
TESS,OAF_rush_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rush_angry.wav
TESS,OAF_said_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_said_angry.wav
TESS,OAF_sail_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sail_angry.wav
TESS,OAF_search_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_search_angry.wav
TESS,OAF_seize_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_seize_angry.wav
TESS,OAF_sell_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sell_angry.wav
TESS,OAF_shack_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shack_angry.wav
TESS,OAF_shall_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shall_angry.wav
TESS,OAF_shawl_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shawl_angry.wav
TESS,OAF_sheep_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sheep_angry.wav
TESS,OAF_shirt_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shirt_angry.wav
TESS,OAF_should_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_should_angry.wav
TESS,OAF_shout_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shout_angry.wav
TESS,OAF_size_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_size_angry.wav
TESS,OAF_soap_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_soap_angry.wav
TESS,OAF_soup_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_soup_angry.wav
TESS,OAF_sour_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sour_angry.wav
TESS,OAF_south_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_south_angry.wav
TESS,OAF_sub_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sub_angry.wav
TESS,OAF_such_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_such_angry.wav
TESS,OAF_sure_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sure_angry.wav
TESS,OAF_take_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_take_angry.wav
TESS,OAF_talk_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_talk_angry.wav
TESS,OAF_tape_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tape_angry.wav
TESS,OAF_team_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_team_angry.wav
TESS,OAF_tell_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tell_angry.wav
TESS,OAF_thin_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_thin_angry.wav
TESS,OAF_third_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_third_angry.wav
TESS,OAF_thought_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_thought_angry.wav
TESS,OAF_thumb_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_thumb_angry.wav
TESS,OAF_time_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_time_angry.wav
TESS,OAF_tip_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tip_angry.wav
TESS,OAF_tire_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tire_angry.wav
TESS,OAF_ton_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_ton_angry.wav
TESS,OAF_tool_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tool_angry.wav
TESS,OAF_tough_angry.wav,Unknown,anger,C:\Users\ALL\Downloads\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tough_angry.wav
